ObservationDate,Province/State,Country/Region,Last Update,Confirmed,Deaths
8/28/2020,Arequipa,Peru,4/2/2021 15:13,30997,1121
8/28/2020,Arica y Parinacota,Chile,4/2/2021 15:13,6482,106
8/28/2020,Arizona,US,4/2/2021 15:13,200658,4978
8/28/2020,Arkansas,US,4/2/2021 15:13,59583,756
8/28/2020,Arkhangelsk Oblast,Russia,4/2/2021 15:13,10602,249
8/28/2020,Aruba,Netherlands,4/2/2021 15:13,1906,9
8/28/2020,Arunachal Pradesh,India,4/2/2021 15:13,3745,5
8/28/2020,Assam,India,4/2/2021 15:13,101367,286
8/28/2020,Astrakhan Oblast,Russia,4/2/2021 15:13,5591,70
8/28/2020,Asturias,Spain,4/2/2021 15:13,3221,335
8/28/2020,Atacama,Chile,4/2/2021 15:13,5480,46
8/28/2020,Atlantico,Colombia,4/2/2021 15:13,63758,2876
8/28/2020,Australian Capital Territory,Australia,4/2/2021 15:13,113,3
8/28/2020,Ayacucho,Peru,4/2/2021 15:13,7573,256
8/28/2020,Aysen,Chile,4/2/2021 15:13,114,1
8/28/2020,Azad Jammu and Kashmir,Pakistan,4/2/2021 15:13,2277,61
8/28/2020,Baden-Wurttemberg,Germany,4/2/2021 15:13,41574,1862
8/28/2020,Bahia,Brazil,4/2/2021 15:13,250977,5243
8/28/2020,Baja California,Mexico,4/2/2021 15:13,16486,3101
8/28/2020,Baja California Sur,Mexico,4/2/2021 15:13,7374,343
8/28/2020,Baleares,Spain,4/2/2021 15:13,7648,233
8/28/2020,Balochistan,Pakistan,4/2/2021 15:13,12742,141
8/28/2020,Bashkortostan Republic,Russia,4/2/2021 15:13,7698,28
8/28/2020,Basilicata,Italy,4/2/2021 15:13,518,28
8/28/2020,Bayern,Germany,4/2/2021 15:13,56764,2636
8/28/2020,Beijing,Mainland China,4/2/2021 15:13,935,9
8/28/2020,Belgorod Oblast,Russia,4/2/2021 15:13,7239,51
8/28/2020,Berlin,Germany,4/2/2021 15:13,11124,226
8/28/2020,Bermuda,UK,4/2/2021 15:13,168,9
8/28/2020,Bihar,India,4/2/2021 15:13,131057,558
8/28/2020,Biobio,Chile,4/2/2021 15:13,16632,201
8/28/2020,Blekinge,Sweden,4/2/2021 15:13,600,16
8/28/2020,Bolivar,Colombia,4/2/2021 15:13,24804,695
8/28/2020,"Bonaire, Sint Eustatius and Saba",Netherlands,4/2/2021 15:13,14,0
8/28/2020,Boyaca,Colombia,4/2/2021 15:13,3578,63
8/28/2020,Brandenburg,Germany,4/2/2021 15:13,3895,173
8/28/2020,Bremen,Germany,4/2/2021 15:13,1983,56
8/28/2020,British Columbia,Canada,4/2/2021 15:13,5496,204
8/28/2020,British Virgin Islands,UK,4/2/2021 15:13,35,1
8/28/2020,Bryansk Oblast,Russia,4/2/2021 15:13,8125,35
8/28/2020,Buryatia Republic,Russia,4/2/2021 15:13,5087,46
8/28/2020,C. Valenciana,Spain,4/2/2021 15:13,22695,1462
8/28/2020,Cajamarca,Peru,4/2/2021 15:13,14256,379
8/28/2020,Calabria,Italy,4/2/2021 15:13,1432,97
8/28/2020,Caldas,Colombia,4/2/2021 15:13,2707,43
8/28/2020,California,US,4/2/2021 15:13,699912,12857
8/28/2020,Callao,Peru,4/2/2021 15:13,26709,1546
8/28/2020,Campania,Italy,4/2/2021 15:13,6424,445
8/28/2020,Campeche,Mexico,4/2/2021 15:13,5505,748
8/28/2020,Canarias,Spain,4/2/2021 15:13,6126,172
8/28/2020,Cantabria,Spain,4/2/2021 15:13,3832,221
8/28/2020,Capital District,Colombia,4/2/2021 15:13,204065,5276
8/28/2020,Caqueta,Colombia,4/2/2021 15:13,5536,189
8/28/2020,Casanare,Colombia,4/2/2021 15:13,986,23
8/28/2020,Castilla - La Mancha,Spain,4/2/2021 15:13,23028,3042
8/28/2020,Castilla y Leon,Spain,4/2/2021 15:13,27430,2822
8/28/2020,Catalonia,Spain,4/2/2021 15:13,106811,5741
8/28/2020,Cauca,Colombia,4/2/2021 15:13,4740,149
8/28/2020,Cayman Islands,UK,4/2/2021 15:13,205,1
8/28/2020,Ceara,Brazil,4/2/2021 15:13,212484,8376
8/28/2020,Cesar,Colombia,4/2/2021 15:13,9655,252
8/28/2020,Ceuta,Spain,4/2/2021 15:13,249,4
8/28/2020,Chandigarh,India,4/2/2021 15:13,3724,45
8/28/2020,Channel Islands,UK,4/2/2021 15:13,625,48
8/28/2020,Chechen Republic,Russia,4/2/2021 15:13,2253,38
8/28/2020,Chelyabinsk Oblast,Russia,4/2/2021 15:13,13488,104
8/28/2020,Cherkasy Oblast,Ukraine,4/2/2021 15:13,1390,38
8/28/2020,Chernihiv Oblast,Ukraine,4/2/2021 15:13,1676,22
8/28/2020,Chernivtsi Oblast,Ukraine,4/2/2021 15:13,9855,273
8/28/2020,Chhattisgarh,India,4/2/2021 15:13,27233,251
8/28/2020,Chiapas,Mexico,4/2/2021 15:13,6242,1000
8/28/2020,Chiba,Japan,4/2/2021 15:13,2960,61
8/28/2020,Chihuahua,Mexico,4/2/2021 15:13,7610,1116
8/28/2020,Choco,Colombia,4/2/2021 15:13,3697,135
8/28/2020,Chongqing,Mainland China,4/2/2021 15:13,583,6
8/28/2020,Chukotka Autonomous Okrug,Russia,4/2/2021 15:13,171,2
8/28/2020,Chuvashia Republic,Russia,4/2/2021 15:13,7682,70
8/28/2020,Ciudad de Mexico,Mexico,4/2/2021 15:13,96239,10419
8/28/2020,Coahuila,Mexico,4/2/2021 15:13,21049,1340
8/28/2020,Colima,Mexico,4/2/2021 15:13,3542,414
8/28/2020,Colorado,US,4/2/2021 15:13,56773,1937
8/28/2020,Connecticut,US,4/2/2021 15:13,52495,4465
8/28/2020,Coquimbo,Chile,4/2/2021 15:13,9680,126
8/28/2020,Cordoba,Colombia,4/2/2021 15:13,19113,1226
8/28/2020,Crimea Republic*,Ukraine,4/2/2021 15:13,2187,30
8/28/2020,Cundinamarca,Colombia,4/2/2021 15:13,21640,611
8/28/2020,Curacao,Netherlands,4/2/2021 15:13,62,1
8/28/2020,Cusco,Peru,4/2/2021 15:13,13354,289
8/28/2020,Dadra and Nagar Haveli and Daman and Diu,India,4/2/2021 15:13,2290,2
8/28/2020,Dagestan Republic,Russia,4/2/2021 15:13,10788,494
8/28/2020,Dalarna,Sweden,4/2/2021 15:13,2123,174
8/28/2020,Delaware,US,4/2/2021 15:13,17083,615
8/28/2020,Delhi,India,4/2/2021 15:13,169412,4389
8/28/2020,Diamond Princess cruise ship,Canada,4/2/2021 15:13,0,1
8/28/2020,Diamond Princess cruise ship,US,4/2/2021 15:13,49,0
8/28/2020,District of Columbia,US,4/2/2021 15:13,13851,605
8/28/2020,Distrito Federal,Brazil,4/2/2021 15:13,158180,2440
8/28/2020,Dnipropetrovsk Oblast,Ukraine,4/2/2021 15:13,2162,45
8/28/2020,Donetsk Oblast,Ukraine,4/2/2021 15:13,1318,20
8/28/2020,Drenthe,Netherlands,4/2/2021 15:13,606,41
8/28/2020,Durango,Mexico,4/2/2021 15:13,6206,416
8/28/2020,Ehime,Japan,4/2/2021 15:13,114,6
8/28/2020,Emilia-Romagna,Italy,4/2/2021 15:13,31547,4459
8/28/2020,England,UK,4/2/2021 15:13,286611,36837
8/28/2020,Espirito Santo,Brazil,4/2/2021 15:13,109493,3117
8/28/2020,Extremadura,Spain,4/2/2021 15:13,4698,526
8/28/2020,Falkland Islands (Malvinas),UK,4/2/2021 15:13,13,0
8/28/2020,Faroe Islands,Denmark,4/2/2021 15:13,411,0
8/28/2020,Flevoland,Netherlands,4/2/2021 15:13,1291,94
8/28/2020,Florida,US,4/2/2021 15:13,615806,10957
8/28/2020,French Guiana,France,4/2/2021 15:13,9022,58
8/28/2020,French Polynesia,France,4/2/2021 15:13,482,0
8/28/2020,Friesland,Netherlands,4/2/2021 15:13,807,69
8/28/2020,Friuli Venezia Giulia,Italy,4/2/2021 15:13,3728,348
8/28/2020,Fujian,Mainland China,4/2/2021 15:13,378,1
8/28/2020,Fukui,Japan,4/2/2021 15:13,206,8
8/28/2020,Fukuoka,Japan,4/2/2021 15:13,4414,54
8/28/2020,Fukushima,Japan,4/2/2021 15:13,151,0
8/28/2020,Galicia,Spain,4/2/2021 15:13,13655,634
8/28/2020,Gansu,Mainland China,4/2/2021 15:13,169,2
8/28/2020,Gavleborg,Sweden,4/2/2021 15:13,3191,162
8/28/2020,Gelderland,Netherlands,4/2/2021 15:13,7359,688
8/28/2020,Georgia,US,4/2/2021 15:13,265372,5471
8/28/2020,Gibraltar,UK,4/2/2021 15:13,274,0
8/28/2020,Gifu,Japan,4/2/2021 15:13,551,9
8/28/2020,Gilgit-Baltistan,Pakistan,4/2/2021 15:13,2816,67
8/28/2020,Goa,India,4/2/2021 15:13,16006,175
8/28/2020,Goias,Brazil,4/2/2021 15:13,128965,3003
8/28/2020,Gotland,Sweden,4/2/2021 15:13,317,6
8/28/2020,Grand Princess,Canada,4/2/2021 15:13,13,0
8/28/2020,Grand Princess,US,4/2/2021 15:13,103,3
8/28/2020,Greenland,Denmark,4/2/2021 15:13,14,0
8/28/2020,Groningen,Netherlands,4/2/2021 15:13,584,19
8/28/2020,Guadeloupe,France,4/2/2021 15:13,1145,16
8/28/2020,Guainia,Colombia,4/2/2021 15:13,92,2
8/28/2020,Guam,US,4/2/2021 15:13,1287,10
8/28/2020,Guanajuato,Mexico,4/2/2021 15:13,30431,1688
8/28/2020,Guangdong,Mainland China,4/2/2021 15:13,1737,8
8/28/2020,Guangxi,Mainland China,4/2/2021 15:13,255,2
8/28/2020,Guaviare,Colombia,4/2/2021 15:13,239,1
8/28/2020,Guerrero,Mexico,4/2/2021 15:13,14566,1636
8/28/2020,Guizhou,Mainland China,4/2/2021 15:13,147,2
8/28/2020,Gujarat,India,4/2/2021 15:13,92452,2976
8/28/2020,Gunma,Japan,4/2/2021 15:13,432,19
8/28/2020,Hainan,Mainland China,4/2/2021 15:13,171,6
8/28/2020,Halland,Sweden,4/2/2021 15:13,2129,81
8/28/2020,Hamburg,Germany,4/2/2021 15:13,6192,266
8/28/2020,Haryana,India,4/2/2021 15:13,60596,661
8/28/2020,Hawaii,US,4/2/2021 15:13,7830,59
8/28/2020,Hebei,Mainland China,4/2/2021 15:13,362,6
8/28/2020,Heilongjiang,Mainland China,4/2/2021 15:13,948,13
8/28/2020,Henan,Mainland China,4/2/2021 15:13,1276,22
8/28/2020,Hessen,Germany,4/2/2021 15:13,15232,530
8/28/2020,Hidalgo,Mexico,4/2/2021 15:13,10077,1562
8/28/2020,Himachal Pradesh,India,4/2/2021 15:13,5637,33
8/28/2020,Hiroshima,Japan,4/2/2021 15:13,453,3
8/28/2020,Hokkaido,Japan,4/2/2021 15:13,1749,103
8/28/2020,Hong Kong,Hong Kong,4/2/2021 15:13,4768,84
8/28/2020,Huancavelica,Peru,4/2/2021 15:13,4430,76
8/28/2020,Huanuco,Peru,4/2/2021 15:13,11459,321
8/28/2020,Hubei,Mainland China,4/2/2021 15:13,68139,4512
8/28/2020,Huila,Colombia,4/2/2021 15:13,4529,111
8/28/2020,Hunan,Mainland China,4/2/2021 15:13,1019,4
8/28/2020,Hyogo,Japan,4/2/2021 15:13,2238,53
8/28/2020,Ibaraki,Japan,4/2/2021 15:13,538,13
8/28/2020,Ica,Peru,4/2/2021 15:13,19628,1434
8/28/2020,Idaho,US,4/2/2021 15:13,31376,353
8/28/2020,Illinois,US,4/2/2021 15:13,231186,8206
8/28/2020,Indiana,US,4/2/2021 15:13,91313,3229
8/28/2020,Ingushetia Republic,Russia,4/2/2021 15:13,4306,76
8/28/2020,Inner Mongolia,Mainland China,4/2/2021 15:13,260,1
8/28/2020,Iowa,US,4/2/2021 15:13,62828,1108
8/28/2020,Irkutsk Oblast,Russia,4/2/2021 15:13,16583,248
8/28/2020,Ishikawa,Japan,4/2/2021 15:13,613,33
8/28/2020,Islamabad,Pakistan,4/2/2021 15:13,15578,175
8/28/2020,Isle of Man,UK,4/2/2021 15:13,336,24
8/28/2020,Ivano-Frankivsk Oblast,Ukraine,4/2/2021 15:13,8661,208
8/28/2020,Ivanovo Oblast,Russia,4/2/2021 15:13,7285,117
8/28/2020,Iwate,Japan,4/2/2021 15:13,19,0
8/28/2020,Jalisco,Mexico,4/2/2021 15:13,19567,2378
8/28/2020,Jammu and Kashmir,India,4/2/2021 15:13,35831,678
8/28/2020,Jamtland Harjedalen,Sweden,4/2/2021 15:13,1178,64
8/28/2020,Jewish Autonomous Okrug,Russia,4/2/2021 15:13,609,9
8/28/2020,Jharkhand,India,4/2/2021 15:13,35321,381
8/28/2020,Jiangsu,Mainland China,4/2/2021 15:13,665,0
8/28/2020,Jiangxi,Mainland China,4/2/2021 15:13,935,1
8/28/2020,Jilin,Mainland China,4/2/2021 15:13,157,2
8/28/2020,Jonkoping,Sweden,4/2/2021 15:13,4933,181
8/28/2020,Junin,Peru,4/2/2021 15:13,14050,622
